txn_id,auth_id,card_id,merchant_id,txn_amount_usd,txn_currency,txn_timestamp,txn_type,txn_status,settlement_date,pos_entry_mode,acquirer_ref,interchange_fee_usd,processing_fee_usd,is_cross_border,exchange_rate
TXN0000136,AUTH000136,CRD00165,MER0020,4461.9,USD,2023-09-18 01:56:44,REFUND,REVERSED,2024-02-28 08:09:07,CONTACTLESS,ACQ755106,40.9,1.77,False,1.0
TXN0000137,AUTH000351,CRD00023,MER0017,1939.35,EUR,2024-12-25 14:10:40,CASH_ADVANCE,SETTLED,2024-11-02 08:40:19,CHIP,ACQ255863,38.91,0.78,False,1.0
TXN0000138,AUTH000338,CRD00167,MER0016,3652.99,GBP,2023-03-29 21:31:49,BALANCE_INQUIRY,FAILED,2024-02-26 04:24:06,CHIP,ACQ438746,49.74,0.95,False,1.0
TXN0000139,AUTH000349,CRD00011,MER0005,3292.69,USD,2024-06-22 14:18:04,BALANCE_INQUIRY,FAILED,2024-02-23 16:18:56,SWIPE,ACQ501798,20.99,2.51,True,1.0
TXN0000140,AUTH000378,CRD00078,MER0020,3088.71,USD,2023-10-26 17:58:18,PURCHASE,REVERSED,2024-07-23 15:29:31,MANUAL,ACQ914316,34.71,3.75,True,1.0
TXN0000141,AUTH000256,CRD00154,MER0020,32.17,GBP,2024-10-22 16:14:31,PURCHASE,FAILED,2024-08-04 20:25:38,ECOM,ACQ240082,46.05,0.34,False,1.0
TXN0000142,AUTH000105,CRD00159,MER0004,1364.38,USD,2023-04-22 22:58:07,BALANCE_INQUIRY,PENDING,2024-03-22 20:12:52,SWIPE,ACQ158579,37.38,0.63,True,0.9887
TXN0000143,AUTH000020,CRD00197,MER0003,1984.24,GBP,2023-11-26 21:08:41,CASH_ADVANCE,SETTLED,2024-09-29 09:32:17,CHIP,ACQ794940,29.12,2.41,True,0.8151
TXN0000144,AUTH000258,CRD00178,MER0020,2738.96,GBP,2023-07-10 07:59:05,PURCHASE,SETTLED,2024-08-09 01:10:17,ECOM,ACQ256989,38.29,2.38,False,1.1493
TXN0000145,AUTH000212,CRD00154,MER0018,781.3,GBP,2024-07-15 05:26:47,CASH_ADVANCE,REVERSED,2024-10-30 11:08:49,CHIP,ACQ400699,5.65,0.35,True,1.0
TXN0000146,AUTH000130,CRD00176,MER0011,4709.27,USD,2023-01-09 10:35:10,BALANCE_INQUIRY,REVERSED,2024-09-21 01:09:37,ECOM,ACQ681074,35.6,1.33,True,1.0
TXN0000147,AUTH000163,CRD00039,MER0020,468.5,EUR,2023-05-02 18:58:32,CASH_ADVANCE,SETTLED,2024-07-21 12:44:31,ECOM,ACQ231211,37.18,2.03,False,1.0
TXN0000148,AUTH000140,CRD00065,MER0018,350.01,USD,2024-03-10 10:00:04,PURCHASE,REVERSED,2024-07-04 09:50:31,CONTACTLESS,ACQ784405,32.13,4.14,False,1.0
TXN0000149,AUTH000261,CRD00181,MER0010,2098.1,EUR,2023-06-01 06:02:28,CASH_ADVANCE,SETTLED,2024-02-10 13:04:44,CHIP,ACQ480320,30.2,4.24,False,1.0
TXN0000150,AUTH000122,CRD00116,MER0015,3217.16,GBP,2023-02-20 17:38:15,REFUND,SETTLED,2024-10-20 19:17:27,CONTACTLESS,ACQ296863,27.63,3.21,False,1.0
TXN0000151,AUTH000062,CRD00158,MER0012,1115.66,GBP,2024-03-14 16:34:32,PURCHASE,REVERSED,2024-01-18 17:46:27,CHIP,ACQ429861,4.75,1.58,False,1.2794
TXN0000152,AUTH000352,CRD00004,MER0010,1655.81,EUR,2024-08-06 23:21:20,BALANCE_INQUIRY,FAILED,2024-02-20 07:11:05,CHIP,ACQ447412,20.42,3.72,False,1.0
TXN0000153,AUTH000113,CRD00081,MER0001,3351.16,GBP,2024-09-10 07:48:26,BALANCE_INQUIRY,REVERSED,2024-08-15 17:15:16,CHIP,ACQ404212,8.15,3.43,False,0.8466
TXN0000154,AUTH000166,CRD00140,MER0014,1282.32,USD,2024-09-19 04:26:39,REFUND,PENDING,2024-07-13 19:26:11,MANUAL,ACQ864118,30.48,2.64,False,1.0
TXN0000155,AUTH000101,CRD00049,MER0006,4583.8,EUR,2023-10-07 20:47:01,BALANCE_INQUIRY,SETTLED,2024-12-11 21:44:19,ECOM,ACQ350725,10.52,3.07,False,1.0835
TXN0000156,AUTH000350,CRD00165,MER0007,2785.9,USD,2023-01-12 14:32:04,REFUND,FAILED,2024-07-31 11:40:39,CHIP,ACQ623147,4.8,1.6,False,1.0
TXN0000157,AUTH000198,CRD00001,MER0017,3990.75,USD,2023-10-02 11:15:57,PURCHASE,SETTLED,2024-03-10 14:08:12,ECOM,ACQ370473,49.31,4.89,False,1.0
TXN0000158,AUTH000105,CRD00159,MER0004,1410.0,USD,2024-03-17 17:57:35,BALANCE_INQUIRY,SETTLED,2024-05-21 03:48:20,CONTACTLESS,ACQ520415,20.51,3.12,True,1.0
TXN0000159,AUTH000258,CRD00178,MER0020,2792.08,GBP,2024-04-30 03:58:57,CASH_ADVANCE,FAILED,2024-02-02 10:11:17,ECOM,ACQ630519,22.56,4.39,True,1.0
TXN0000160,AUTH000450,CRD00078,MER0011,4331.91,USD,2024-09-06 01:40:39,REFUND,SETTLED,2024-03-01 00:37:27,CHIP,ACQ404779,18.85,2.87,False,1.0
TXN0000161,AUTH000325,CRD00195,MER0015,213.94,GBP,2023-09-29 00:40:30,BALANCE_INQUIRY,REVERSED,2024-09-06 12:23:21,MANUAL,ACQ958038,23.3,0.47,True,1.0
TXN0000162,AUTH000279,CRD00044,MER0010,3795.44,GBP,2023-06-04 22:24:32,BALANCE_INQUIRY,FAILED,2024-01-26 00:55:05,CONTACTLESS,ACQ459057,49.82,2.46,True,0.8572
TXN0000163,AUTH000319,CRD00037,MER0014,800.65,EUR,2023-05-01 23:13:29,BALANCE_INQUIRY,PENDING,2024-09-05 15:14:57,SWIPE,ACQ435740,28.45,4.94,False,1.0
TXN0000164,AUTH000256,CRD00154,MER0020,33.5,GBP,2024-01-03 16:59:43,REFUND,SETTLED,2024-03-23 03:15:23,CHIP,ACQ895466,34.22,1.39,True,1.0
TXN0000165,AUTH000108,CRD00013,MER0004,3876.86,USD,2023-11-11 15:01:25,PURCHASE,FAILED,2024-12-05 08:10:53,ECOM,ACQ540110,26.29,3.36,False,1.0
TXN0000166,AUTH000040,CRD00183,MER0014,1072.37,USD,2024-12-01 07:49:12,BALANCE_INQUIRY,FAILED,2024-10-19 12:06:34,CONTACTLESS,ACQ272525,10.01,4.71,False,1.0
TXN0000167,AUTH000490,CRD00174,MER0002,2766.51,EUR,2024-06-25 03:14:40,BALANCE_INQUIRY,FAILED,2024-12-20 10:01:41,MANUAL,ACQ508040,41.17,2.83,True,1.0
TXN0000168,AUTH000467,CRD00005,MER0009,3851.09,USD,2023-04-23 07:51:38,CASH_ADVANCE,FAILED,2024-01-06 12:13:49,SWIPE,ACQ580938,46.7,2.52,False,1.0
TXN0000169,AUTH000471,CRD00062,MER0020,2843.58,EUR,2024-02-09 10:23:48,PURCHASE,REVERSED,2024-11-19 07:33:47,SWIPE,ACQ765104,22.52,4.85,False,1.0
TXN0000170,AUTH000142,CRD00176,MER0010,2945.28,EUR,2024-02-29 03:47:06,REFUND,REVERSED,2024-03-24 22:32:43,CONTACTLESS,ACQ319952,47.62,4.86,True,0.9851
TXN0000171,AUTH000257,CRD00009,MER0019,3984.11,EUR,2024-11-27 10:51:32,CASH_ADVANCE,SETTLED,2024-09-28 14:06:29,ECOM,ACQ780433,49.95,2.1,False,1.0
TXN0000172,AUTH000381,CRD00169,MER0018,3328.8,GBP,2024-08-17 06:08:46,CASH_ADVANCE,SETTLED,2024-12-25 18:11:49,SWIPE,ACQ581111,21.48,0.93,True,1.0
TXN0000173,AUTH000307,CRD00086,MER0002,1251.98,EUR,2024-10-18 09:38:57,BALANCE_INQUIRY,FAILED,2024-09-29 15:58:39,MANUAL,ACQ998626,5.05,0.48,False,1.0
TXN0000174,AUTH000012,CRD00050,MER0013,4726.71,GBP,2023-11-16 10:48:31,PURCHASE,REVERSED,2024-10-18 05:58:54,MANUAL,ACQ671194,5.08,2.25,True,1.1339
TXN0000175,AUTH000295,CRD00145,MER0009,295.89,EUR,2024-08-26 10:05:51,BALANCE_INQUIRY,REVERSED,2024-02-14 11:13:39,SWIPE,ACQ997940,23.53,0.67,False,1.0
TXN0000176,AUTH000451,CRD00140,MER0020,3883.55,GBP,2024-07-29 16:05:39,BALANCE_INQUIRY,SETTLED,2024-12-30 21:51:48,CONTACTLESS,ACQ920192,11.27,1.45,True,1.0
TXN0000177,AUTH000292,CRD00188,MER0017,4837.58,EUR,2023-01-04 05:30:08,BALANCE_INQUIRY,SETTLED,2024-01-07 00:45:02,CHIP,ACQ260825,39.55,4.21,True,1.1
TXN0000178,AUTH000237,CRD00098,MER0017,4680.53,USD,2024-03-20 10:20:49,BALANCE_INQUIRY,PENDING,2024-08-03 19:52:05,ECOM,ACQ302019,30.85,2.0,False,1.0889
TXN0000179,AUTH000099,CRD00174,MER0001,3124.31,USD,2023-10-31 05:48:05,REFUND,REVERSED,2024-12-17 03:29:16,CONTACTLESS,ACQ642404,8.01,1.19,True,1.0521
TXN0000180,AUTH000441,CRD00054,MER0018,231.2,USD,2023-11-01 11:38:11,CASH_ADVANCE,PENDING,2024-05-05 05:01:44,SWIPE,ACQ197784,4.75,2.22,True,0.8765
TXN0000181,AUTH000433,CRD00005,MER0007,4232.4,USD,2024-12-16 01:07:23,PURCHASE,REVERSED,2024-01-10 19:43:07,SWIPE,ACQ575745,31.76,3.9,False,1.0
TXN0000182,AUTH000160,CRD00104,MER0020,4675.89,GBP,2024-02-20 20:54:01,REFUND,REVERSED,2024-10-26 04:34:12,CONTACTLESS,ACQ791281,2.68,0.46,False,1.0
TXN0000183,AUTH000446,CRD00122,MER0011,1433.41,USD,2024-11-04 08:54:54,PURCHASE,SETTLED,2024-06-27 07:22:49,MANUAL,ACQ228643,5.44,1.45,False,1.0
TXN0000184,AUTH000349,CRD00011,MER0005,3364.02,USD,2024-12-09 22:19:03,REFUND,REVERSED,2024-02-09 02:19:42,ECOM,ACQ934080,1.2,0.41,True,1.0
TXN0000185,AUTH000487,CRD00123,MER0014,3923.3,GBP,2024-11-22 01:27:43,CASH_ADVANCE,REVERSED,2024-11-10 00:13:24,SWIPE,ACQ288540,15.01,4.52,True,1.0
TXN0000186,AUTH000427,CRD00123,MER0010,738.48,USD,2023-04-02 00:53:57,CASH_ADVANCE,FAILED,2024-07-06 22:22:38,MANUAL,ACQ729138,27.37,0.83,True,1.0
TXN0000187,AUTH000095,CRD00159,MER0003,2266.32,USD,2023-01-23 22:56:58,PURCHASE,PENDING,2024-03-25 00:07:22,CONTACTLESS,ACQ220364,44.94,0.2,False,1.0
TXN0000188,AUTH000494,CRD00139,MER0005,735.68,EUR,2023-07-27 20:14:56,CASH_ADVANCE,REVERSED,2024-03-18 09:01:42,CHIP,ACQ465484,35.43,3.28,False,1.0479
TXN0000189,AUTH000361,CRD00177,MER0012,478.78,GBP,2024-12-17 09:48:53,REFUND,FAILED,2024-03-08 04:05:58,SWIPE,ACQ820431,42.32,3.6,False,1.0
TXN0000190,AUTH000416,CRD00113,MER0002,912.87,USD,2024-09-08 19:05:17,REFUND,REVERSED,2024-06-17 08:14:55,ECOM,ACQ544320,29.86,1.39,False,1.0
TXN0000191,AUTH000427,CRD00123,MER0010,720.93,USD,2023-06-05 03:03:54,CASH_ADVANCE,FAILED,2024-12-14 16:59:05,CHIP,ACQ571233,8.45,0.22,True,1.0
TXN0000192,AUTH000287,CRD00082,MER0013,1959.02,EUR,2024-10-04 02:33:06,CASH_ADVANCE,REVERSED,2024-01-12 15:03:38,CHIP,ACQ288643,40.47,2.18,False,1.0
TXN0000193,AUTH000055,CRD00145,MER0017,1545.57,EUR,2023-10-16 16:15:00,CASH_ADVANCE,PENDING,2024-10-29 17:36:08,CONTACTLESS,ACQ228244,0.58,3.46,True,1.0
TXN0000194,AUTH000328,CRD00096,MER0005,2239.73,USD,2023-09-07 18:20:09,REFUND,SETTLED,2024-05-29 17:58:03,CONTACTLESS,ACQ731035,10.69,1.13,True,1.0
TXN0000195,AUTH000428,CRD00012,MER0017,537.6,EUR,2024-09-19 03:31:14,PURCHASE,REVERSED,2024-09-21 21:55:49,ECOM,ACQ433219,40.69,1.03,False,1.0493
TXN0000196,AUTH000194,CRD00007,MER0013,2544.56,USD,2023-04-07 09:15:18,BALANCE_INQUIRY,PENDING,2024-08-21 13:44:24,CONTACTLESS,ACQ719887,19.2,2.9,False,1.0
TXN0000197,AUTH000409,CRD00127,MER0013,651.48,USD,2024-12-09 02:15:35,BALANCE_INQUIRY,FAILED,2024-02-20 21:32:58,ECOM,ACQ138805,44.8,4.59,False,1.0
TXN0000198,AUTH000012,CRD00050,MER0013,4594.96,GBP,2023-03-15 21:09:42,BALANCE_INQUIRY,FAILED,2024-04-16 16:08:34,CONTACTLESS,ACQ890303,17.36,0.44,False,1.0
TXN0000199,AUTH000033,CRD00103,MER0003,3105.89,GBP,2024-06-24 22:53:53,BALANCE_INQUIRY,REVERSED,2024-11-25 14:11:57,CHIP,ACQ984028,18.76,3.11,False,1.0
TXN0000200,AUTH000008,CRD00068,MER0016,2525.4,GBP,2023-09-08 18:31:43,BALANCE_INQUIRY,PENDING,2024-03-07 02:17:57,CHIP,ACQ300445,36.23,4.07,True,1.2671
TXN0000201,AUTH000038,CRD00015,MER0016,4137.89,USD,2024-09-01 16:25:02,PURCHASE,SETTLED,2024-01-19 15:25:26,CONTACTLESS,ACQ178687,13.26,3.46,False,1.0
TXN0000202,AUTH000129,CRD00173,MER0018,4308.09,GBP,2024-03-29 04:21:21,BALANCE_INQUIRY,SETTLED,2024-02-19 01:05:45,CONTACTLESS,ACQ255190,37.68,4.44,False,1.0
TXN0000203,AUTH000468,CRD00006,MER0011,2089.74,EUR,2024-02-14 18:58:13,REFUND,REVERSED,2024-09-13 19:28:24,ECOM,ACQ394169,16.16,3.67,False,1.0
TXN0000204,AUTH000208,CRD00043,MER0009,2881.71,EUR,2023-10-02 04:34:39,REFUND,PENDING,2024-09-26 21:32:38,CHIP,ACQ178794,48.59,0.35,False,1.0
TXN0000205,AUTH000329,CRD00035,MER0004,4219.77,EUR,2023-05-26 23:02:05,BALANCE_INQUIRY,SETTLED,2024-05-12 05:13:31,SWIPE,ACQ953536,29.57,2.66,False,0.9559
TXN0000206,AUTH000319,CRD00037,MER0014,826.59,EUR,2024-10-20 12:16:03,PURCHASE,PENDING,2024-03-25 23:13:20,CONTACTLESS,ACQ504305,48.76,4.35,True,1.0
TXN0000207,AUTH000280,CRD00019,MER0010,2556.03,EUR,2023-08-04 19:17:01,BALANCE_INQUIRY,PENDING,2024-09-23 12:27:45,CONTACTLESS,ACQ705282,32.45,0.78,False,0.9203
TXN0000208,AUTH000322,CRD00153,MER0006,3440.5,GBP,2023-01-23 04:53:10,BALANCE_INQUIRY,REVERSED,2024-05-16 16:28:31,CONTACTLESS,ACQ224074,46.35,0.47,False,1.0
TXN0000209,AUTH000279,CRD00044,MER0010,3744.36,GBP,2024-01-30 12:26:32,CASH_ADVANCE,SETTLED,2024-06-20 09:35:33,CONTACTLESS,ACQ487743,4.98,3.26,True,0.897
TXN0000210,AUTH000142,CRD00176,MER0010,2942.63,EUR,2024-04-06 09:52:44,CASH_ADVANCE,REVERSED,2024-07-20 09:52:27,ECOM,ACQ214488,34.09,3.25,False,1.0
TXN0000211,AUTH000040,CRD00183,MER0014,1117.46,USD,2024-03-22 19:04:25,CASH_ADVANCE,PENDING,2024-01-26 13:44:31,MANUAL,ACQ205939,13.85,4.42,True,0.996
TXN0000212,AUTH000077,CRD00161,MER0005,4008.03,EUR,2024-10-02 01:45:11,CASH_ADVANCE,REVERSED,2024-03-20 21:18:47,SWIPE,ACQ923895,10.26,3.2,True,1.0
TXN0000213,AUTH000002,CRD00133,MER0018,2771.54,GBP,2024-01-26 21:04:34,BALANCE_INQUIRY,FAILED,2024-11-27 02:28:18,SWIPE,ACQ278501,15.82,0.39,False,1.0
TXN0000214,AUTH000320,CRD00200,MER0006,75.74,EUR,2023-01-10 21:23:39,BALANCE_INQUIRY,REVERSED,2024-05-09 17:36:37,CHIP,ACQ286138,48.72,4.41,False,1.0
TXN0000215,AUTH000007,CRD00181,MER0007,1008.82,GBP,2024-01-04 00:50:03,PURCHASE,REVERSED,2024-12-05 02:59:12,SWIPE,ACQ595523,5.56,4.1,True,1.0
TXN0000216,AUTH000204,CRD00128,MER0012,2299.87,USD,2024-02-12 23:43:38,REFUND,PENDING,2024-10-28 01:54:53,CHIP,ACQ204849,15.3,3.69,False,1.0
TXN0000217,AUTH000248,CRD00181,MER0002,2602.39,EUR,2023-07-19 21:09:22,BALANCE_INQUIRY,FAILED,2024-05-21 11:25:21,ECOM,ACQ114219,41.4,1.54,False,1.1873
TXN0000218,AUTH000421,CRD00161,MER0009,2894.82,USD,2023-07-29 15:59:55,PURCHASE,PENDING,2024-06-08 08:26:59,SWIPE,ACQ791396,49.7,1.82,False,1.0
TXN0000219,AUTH000497,CRD00117,MER0002,2476.85,USD,2023-10-07 04:04:23,REFUND,SETTLED,2024-03-16 06:44:21,ECOM,ACQ769760,5.49,1.41,True,1.0
TXN0000220,AUTH000317,CRD00044,MER0019,320.52,USD,2024-11-11 11:33:15,REFUND,FAILED,2024-12-19 12:51:56,CONTACTLESS,ACQ447283,19.61,2.12,False,1.0
TXN0000221,AUTH000028,CRD00114,MER0007,425.22,USD,2024-06-29 03:09:52,CASH_ADVANCE,SETTLED,2024-06-17 08:08:11,ECOM,ACQ694188,48.41,3.97,False,1.0
TXN0000222,AUTH000007,CRD00181,MER0007,1003.92,GBP,2024-06-16 11:08:38,REFUND,REVERSED,2024-09-21 10:39:46,SWIPE,ACQ648600,48.34,3.14,True,1.0
TXN0000223,AUTH000343,CRD00084,MER0016,2861.6,GBP,2024-09-13 05:04:27,CASH_ADVANCE,SETTLED,2024-06-25 06:15:53,CHIP,ACQ327882,14.22,2.99,False,1.0
TXN0000224,AUTH000003,CRD00007,MER0016,508.72,EUR,2024-05-27 20:00:49,PURCHASE,SETTLED,2024-04-07 15:31:47,SWIPE,ACQ467230,43.95,3.94,True,1.0
TXN0000225,AUTH000397,CRD00032,MER0011,1577.51,GBP,2023-03-08 19:13:14,CASH_ADVANCE,PENDING,2024-10-11 16:33:01,SWIPE,ACQ553038,29.3,0.45,False,1.0
TXN0000226,AUTH000250,CRD00037,MER0015,3993.76,EUR,2024-06-11 00:09:42,BALANCE_INQUIRY,REVERSED,2024-06-04 00:00:30,CHIP,ACQ373951,46.02,3.01,False,1.0
TXN0000227,AUTH000473,CRD00163,MER0017,1011.76,USD,2024-09-16 18:44:04,REFUND,PENDING,2024-04-07 02:21:34,SWIPE,ACQ536535,27.76,1.54,False,1.0
TXN0000228,AUTH000438,CRD00042,MER0010,3533.48,EUR,2023-05-23 10:18:18,BALANCE_INQUIRY,REVERSED,2024-02-07 07:10:44,SWIPE,ACQ652150,22.15,1.6,True,1.0342
TXN0000229,AUTH000299,CRD00054,MER0019,3574.13,EUR,2023-11-15 15:46:30,BALANCE_INQUIRY,SETTLED,2024-12-20 09:39:35,MANUAL,ACQ127705,47.88,2.13,False,1.0
TXN0000230,AUTH000213,CRD00188,MER0006,4367.68,GBP,2024-03-26 17:59:38,CASH_ADVANCE,PENDING,2024-08-29 03:06:42,MANUAL,ACQ693047,43.9,0.32,False,1.0
TXN0000231,AUTH000469,CRD00037,MER0006,1214.97,USD,2024-09-19 04:32:14,BALANCE_INQUIRY,SETTLED,2024-02-02 21:04:47,CHIP,ACQ383298,41.51,3.27,False,1.0
TXN0000232,AUTH000204,CRD00128,MER0012,2268.57,USD,2024-06-20 09:35:05,CASH_ADVANCE,SETTLED,2024-02-17 03:55:40,MANUAL,ACQ807173,25.59,3.6,True,1.0
TXN0000233,AUTH000110,CRD00088,MER0006,557.57,EUR,2024-01-20 17:08:52,REFUND,PENDING,2024-12-13 14:29:32,SWIPE,ACQ415508,31.45,3.61,False,1.1118
TXN0000234,AUTH000149,CRD00092,MER0010,2327.57,USD,2023-01-01 00:39:56,REFUND,SETTLED,2024-07-20 21:05:50,CHIP,ACQ359214,10.29,2.4,True,1.0
TXN0000235,AUTH000042,CRD00052,MER0010,2809.04,EUR,2023-08-21 22:59:02,BALANCE_INQUIRY,REVERSED,2024-03-12 11:24:49,SWIPE,ACQ982608,42.4,1.34,True,1.0
TXN0000236,AUTH000459,CRD00033,MER0016,3487.97,USD,2023-12-02 19:39:25,REFUND,SETTLED,2024-03-12 18:32:02,SWIPE,ACQ958311,37.26,1.24,True,1.0733
TXN0000237,AUTH000337,CRD00011,MER0012,1785.19,GBP,2023-08-13 19:43:15,PURCHASE,REVERSED,2024-05-22 15:51:05,CONTACTLESS,ACQ510191,19.35,4.01,False,1.0
TXN0000238,AUTH000297,CRD00152,MER0005,3155.73,EUR,2023-08-09 03:22:23,BALANCE_INQUIRY,SETTLED,2024-08-07 02:48:35,ECOM,ACQ111554,29.07,0.22,True,1.1099
TXN0000239,AUTH000028,CRD00114,MER0007,432.35,USD,2023-10-03 12:35:17,REFUND,REVERSED,2024-12-08 16:47:22,ECOM,ACQ390354,0.56,0.83,True,1.0516
TXN0000240,AUTH000247,CRD00118,MER0008,2127.93,USD,2024-02-12 19:44:48,BALANCE_INQUIRY,SETTLED,2024-03-08 18:25:43,SWIPE,ACQ468959,32.83,2.84,False,1.1933
TXN0000241,AUTH000197,CRD00164,MER0018,1532.35,EUR,2024-05-26 10:17:05,CASH_ADVANCE,REVERSED,2024-01-27 11:45:51,ECOM,ACQ494812,48.13,3.05,False,1.0
TXN0000242,AUTH000357,CRD00008,MER0004,3780.89,EUR,2024-02-13 02:47:52,CASH_ADVANCE,PENDING,2024-09-27 23:40:32,CONTACTLESS,ACQ717456,47.76,1.77,True,0.8338
TXN0000243,AUTH000022,CRD00148,MER0005,2810.19,EUR,2023-05-04 15:19:27,REFUND,SETTLED,2024-09-15 08:40:54,CHIP,ACQ623694,46.72,2.41,False,1.2043
TXN0000244,AUTH000171,CRD00068,MER0008,1771.84,GBP,2024-11-15 02:28:15,REFUND,REVERSED,2024-10-20 12:41:45,ECOM,ACQ167496,3.19,1.29,False,0.8364
TXN0000245,AUTH000262,CRD00047,MER0020,1141.47,EUR,2024-10-14 23:23:56,PURCHASE,PENDING,2024-05-04 17:25:15,CHIP,ACQ832667,22.53,0.71,True,1.0
TXN0000246,AUTH000149,CRD00092,MER0010,2337.43,USD,2024-01-17 10:49:25,BALANCE_INQUIRY,FAILED,2024-03-28 13:46:48,SWIPE,ACQ878204,8.19,4.08,False,1.0
TXN0000247,AUTH000019,CRD00083,MER0008,3737.0,GBP,2024-06-03 08:41:35,PURCHASE,PENDING,2024-01-13 21:48:42,SWIPE,ACQ105490,18.04,2.07,True,0.9704
TXN0000248,AUTH000478,CRD00179,MER0016,3761.09,GBP,2024-12-08 14:03:23,BALANCE_INQUIRY,PENDING,2024-11-19 06:33:26,SWIPE,ACQ698076,41.4,2.53,False,1.0
TXN0000249,AUTH000396,CRD00186,MER0005,1172.31,GBP,2024-09-14 14:49:49,PURCHASE,REVERSED,2024-06-15 00:41:53,ECOM,ACQ174310,28.5,0.68,True,1.0
TXN0000250,AUTH000092,CRD00182,MER0019,3977.99,EUR,2023-02-09 23:38:17,CASH_ADVANCE,SETTLED,2024-03-28 00:01:44,CONTACTLESS,ACQ968376,12.64,3.53,False,0.8789
TXN0000251,AUTH000203,CRD00027,MER0010,1284.41,GBP,2024-03-22 21:24:39,REFUND,FAILED,2024-06-04 00:59:48,MANUAL,ACQ159399,27.34,4.46,True,1.0
TXN0000252,AUTH000187,CRD00003,MER0006,2071.63,USD,2023-01-26 01:38:40,CASH_ADVANCE,REVERSED,2024-04-11 07:35:17,SWIPE,ACQ450791,44.41,0.34,False,1.0
TXN0000253,AUTH000234,CRD00190,MER0018,1056.14,GBP,2024-05-30 05:28:53,PURCHASE,PENDING,2024-07-10 16:16:01,CHIP,ACQ944797,47.41,4.53,True,1.2037
TXN0000254,AUTH000246,CRD00105,MER0001,4622.87,EUR,2023-11-20 07:16:45,PURCHASE,REVERSED,2024-02-20 06:41:50,CONTACTLESS,ACQ858466,2.18,0.23,True,1.0
TXN0000255,AUTH000248,CRD00181,MER0002,2529.71,EUR,2023-08-24 16:07:40,REFUND,SETTLED,2024-12-27 15:50:48,CHIP,ACQ127633,38.7,4.07,True,1.0
TXN0000256,AUTH000268,CRD00030,MER0010,3470.55,EUR,2024-07-27 03:53:32,PURCHASE,REVERSED,2024-01-21 05:59:02,ECOM,ACQ902875,18.92,0.67,True,1.0
TXN0000257,AUTH000104,CRD00162,MER0001,1439.67,GBP,2023-04-02 15:32:26,CASH_ADVANCE,FAILED,2024-03-16 04:54:29,CONTACTLESS,ACQ557729,45.91,1.23,False,1.0
TXN0000258,AUTH000163,CRD00039,MER0020,468.24,EUR,2024-08-07 12:54:14,PURCHASE,SETTLED,2024-12-05 03:20:02,SWIPE,ACQ952095,2.94,0.33,False,1.0
TXN0000259,AUTH000030,CRD00101,MER0010,3120.39,USD,2024-04-12 21:50:54,REFUND,FAILED,2024-02-20 09:02:34,MANUAL,ACQ517143,23.99,0.66,False,1.0
TXN0000260,AUTH000382,CRD00097,MER0020,3248.44,EUR,2024-07-01 18:54:34,CASH_ADVANCE,PENDING,2024-06-21 06:06:34,CONTACTLESS,ACQ484757,39.03,1.5,True,1.0
TXN0000261,AUTH000189,CRD00066,MER0012,96.75,USD,2024-02-25 12:47:05,PURCHASE,SETTLED,2024-05-14 14:52:35,ECOM,ACQ839772,47.53,2.46,False,1.0
TXN0000262,AUTH000104,CRD00162,MER0001,1494.34,GBP,2024-02-09 16:02:59,REFUND,FAILED,2024-10-15 03:05:23,MANUAL,ACQ321007,6.23,3.64,False,1.0
TXN0000263,AUTH000169,CRD00199,MER0013,3623.69,GBP,2024-05-19 19:09:53,BALANCE_INQUIRY,SETTLED,2024-01-09 06:26:02,ECOM,ACQ976950,1.78,1.43,False,1.0
TXN0000264,AUTH000062,CRD00158,MER0012,1064.45,GBP,2024-10-25 18:25:06,BALANCE_INQUIRY,REVERSED,2024-01-08 07:40:49,ECOM,ACQ503348,22.26,1.16,False,1.0
TXN0000265,AUTH000301,CRD00115,MER0013,3313.48,GBP,2024-05-27 22:47:38,CASH_ADVANCE,SETTLED,2024-07-29 07:36:14,CONTACTLESS,ACQ127254,45.51,3.78,False,1.2537
TXN0000266,AUTH000418,CRD00053,MER0010,868.67,USD,2023-01-22 05:45:01,CASH_ADVANCE,REVERSED,2024-12-02 05:18:10,ECOM,ACQ920628,36.49,3.69,False,1.0766
TXN0000267,AUTH000473,CRD00163,MER0017,981.81,USD,2024-12-29 13:08:28,BALANCE_INQUIRY,REVERSED,2024-08-10 09:02:33,MANUAL,ACQ906367,25.99,0.85,False,1.0
TXN0000268,AUTH000171,CRD00068,MER0008,1774.29,GBP,2023-01-12 19:02:21,CASH_ADVANCE,FAILED,2024-02-03 05:15:40,SWIPE,ACQ908807,27.19,1.72,False,1.0
TXN0000269,AUTH000194,CRD00007,MER0013,2536.76,USD,2024-05-27 00:56:12,CASH_ADVANCE,SETTLED,2024-02-18 06:37:11,CONTACTLESS,ACQ696053,33.07,4.19,False,1.0
TXN0000270,AUTH000012,CRD00050,MER0013,4684.22,GBP,2023-12-29 07:03:45,PURCHASE,FAILED,2024-07-05 11:51:43,MANUAL,ACQ328424,20.49,2.92,False,1.0
TXN0000271,AUTH000429,CRD00129,MER0001,557.76,GBP,2023-02-19 17:51:25,BALANCE_INQUIRY,PENDING,2024-04-10 04:47:56,CONTACTLESS,ACQ372148,43.47,0.68,True,1.0
